tecnica_norm,n_fichas,n_mujeres,n_hombres,edad_prom,estados,ceremonia_principal,n_ceremonia_principal,ceremonias_resumen,prenda_principal,n_prenda_principal,prendas_resumen,n_aprendio_madre,n_aprendio_abuela,n_aprendio_tia,n_aprendio_hermana,n_aprendio_cunada,n_aprendio_instructor,n_aprendio_otro,n_aprendio_padre,n_no_ha_ensenado,n_ens_hijas,n_ens_nietos,n_ens_sobrinos,n_ens_pareja,n_ens_estudiantes,n_ens_otra,n_ens_hijos,n_man_mano,n_man_pedal,n_man_telar,n_man_mixta,n_man_otra,n_man_tejido,n_man_telar_pedal,n_tenido_plantas,n_tenido_minerales,n_tenido_animales,n_tenido_otro,Tecnica,count,Materiales_concat_clean,uuid
Hilván,27,24,3,46.4444444444444,"Campeche, Chiapas, Chihuahua, Hidalgo, México, Oaxaca, Puebla, Querétaro, Tlaxcala, Veracruz De Ignacio De La Llave",Bodas,8.0,"Bodas (8); Bautizo (4); Bautizos (3); Confirmaciones (3); Fiestas patronales (3); Boda (2); Uso diario (2); Anterior mente es el traje de uso diario y ahora se usa en las fiestas patronales (1); Bodas, bautizos y mayodormías religiosas (1); Caminos (1); Campañas (1); Capas para la virgen Juquila (1); Clausuras (1); Comuniones (1); Concursos de arte popular (1); Cortinas para el sagrario (1); Danza (1); Desfiled (1); El otro en fiestas como bodas y recibimiento de presidentes (fiestas importantes) (1); El uso o de la enagua es en el día a día, solo cambia su uso dependiendo del huipil y el evento (1); En 15 años (1); En bodas (1); En eventos políticos (1); En las fiestas patronales, eventos culturales, días de fiesta y como prenda del diario (1); En las fiestas patronales, eventos culturales, días de fiesta y del diario (1); En las fiestas patronales,eventos culturales, días de fiesta y del diario (1); Eventos (1); Eventos culturales (1); Eventos especiales en las comunidades (1); Eventos políticos (1); Eventos sociales (1); Eventos tradicionales (1); Fiesta patronales (1); Guelaguetza, mayordomías, calendas. (1); Huipiles (1); Lo utilizan niñas para la procesión del 12 de Diciembre  que les ponen traje tradicional (1); Mayordomia (1); Mayordomía (1); Misas (1); Presentaciones (1); Reboso (1); Religion (1); Se ocupan en las bodas y ceremonia de bailas (1); Se usa en el día a día, ya que son las mas tradicionales y se adaptan a nuestras actividades cotidianas (1); Se usa en eventos importantes con bodas, bautizos, cumpleaños. (1); Servilletas (1); Son piezas de innovación en para el día a día (1); Son piezas de innovación para el día a día (1); Traje tico (1); Trajes de XV años (1); XV años (1); Y otros eventos (1); diario el de punto de cruz (1)",Camisas,10.0,"Camisas (10); Blusas (9); Caminos de mesa (6); Servilletas (5); Huipiles (3); Manteles (3); Rebosos (3); Vestidos (3); Batas (2); Blusa (2); Bolsas (2); Camisa (2); Fajas (2); Huipil (2); Monederos (2); Rebozos (2); Tortilleros (2); Vestido (2); Aretes (1); Blusa en bata de manga larga con dos pechos ( tiras) (1); Blusa tradicional de manga corta (1); Blusa tradicional en bata manga larga con un solo pecho (1); Blusas de laboratorio tradicionales (1); Bolsitas (1); Bufandas (1); Camino de mesa (1); Camisas de cajón (1); Camisas para caballero y dama (1); Capas (1); Cenefas (1); Cervilletas (1); Chal (1); Chalecos (1); Chalina (1); Cintas (1); Cojines (1); Cojintira (1); Cuadros (1); Diademas (1); Día demás (1); En Mrrales (1); En bisutería (1); En caminos de mesa (1); En chalecos (1); En cuadros de colección (1); En la enagua que Esparte de nuestro atuendo (1); En rebozos (1); En servilletas que se utilizan en las festividades patronales (1); Enagua (1); Enaguas antiguas y recientes (1); Faja de cintura (1); Fajas o señidor (1); Faldas (1); Fundas para almohadas (1); Guayabera (1); Guayaberas (1); Hipiles (1); Huipil bolsas (1); Huipil de gala (1); Huipil de uso diario (1); Huipil galas (1); Huipil media gala (1); Huipiles Ceremoniales o de Gala (1); Huipiles cortos de uso diario (1); Huiples (1); Kechkemitl (1); Mangas (1); Mantillas o rebozos (1); Nahuas (1); Pantalones (1); Pechera (1); Pulceras (1); Quechquemit (1); Quexquemilt (1); Quiskemetl (1); Reboso , (1); Rebozo (1); Refajos o enajuas (1); Ropaje de bautizo (1); Sacos (1); Telar de sintura (1); Thomicoton (1); Top crop (1); Traje completo (1); Traje típico de la region (1); Vestiditos (1); Vestido de novia (1); Vestido tradicional (1); Vestidos de niñas (1); Vestidos estilizados (1); Vestidos y huipules (1); blusa (1); caminos de mesa (1); capas (1); chlinas (1); huipil (1); ponchos (1); tomcoton (1); vestidos (1); Únicamente en el traje regional de hombre de las fiestas patronales y en la blusa de la mujer (1)",21,8,4,0,0,2,0,1,1,10,3,10,9,4,6,7,26,0,3,3,0,1,1,7,2,2,1,Hilván,27.0,"tela para bordar manta lino cambray cuadrille, anteriormente la manta cruda ahora podemos utilizar cualquier tipo de tela, hilos de algodón y las muestras de nuestras tatarabuelas.s, hilaza, tela de algodón, manta, lino o rayón. se realiza con hilos de algodón, seda y crochet, tela de telar, cuadrille, popelina, aguja, hilos de algodón, manta prelavada o telar . hilos ilaza y aguja, tela de cuadriyel, lino, hilo aguja y lana, agua, planta, hilo de algodón, tela aguja tijera maya plástica y de algodon, hilo, telas cuadriculada, muestra, tijera, lana, hilos de algodón y algunos agujas caputeras hacer el urdimbre los hilos de colores para la trama varas que se ocupan como pasante en el urdimbre posteriormente se borda después de terminar el telar, etamina, tela de algodón y lana, hilo de algodón hilado o mercerizado, hilos de algodón o estambre, se usa manta dibujar el diceño ahuja hilos de algodón aro, telar de cintura, hilo vela mercerizado, hilo de algodón y aguja",1914b0c0-40e4-59d9-87f1-76a9a5ac9ea5
Hoja de pino,1,1,0,36.0,Chihuahua,Bodas,1.0,Bodas (1); Ceremonias (1),Blusas,1.0,Blusas (1); Canasta (1); Faldas (1); Huarcahe (1),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Hoja de pino,1.0,tela hoja de pino,af0bab02-92ee-5a36-9a80-daa1da514674
Huipil seremonial,1,1,0,35.0,Chiapas,Huipil ceremonial,1.0,Huipil ceremonial (1),Bolsas,1.0,Bolsas (1); Bufandas (1); Camino (1); Capa (1); Cosmetiquera (1); Huipil (1); Lapicera (1); Rebosos (1); Servilletas (1),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Huipil seremonial,1.0,algodón,c0a6017a-5848-50e2-ba8f-e4b75c2bac81
Ita'a kaxií,2,2,0,33.0,Guerrero,"En eventos cul, ceremonias del pueblo",1.0,"En eventos cul, ceremonias del pueblo (1); Huipiles en la fiesta de san Miguel y de la virgencita de Guadalupe (1)",Huipil 20,1.0,Huipil 20 (1); Rebosa 10 (1); Servilleta 60 (1); falda50 (1),1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,,,,b0ed1c76-322f-5367-8edf-5c4e1e8dc3dd
Ivan bordado,1,1,0,54.0,Chihuahua,Uso diario,1.0,Uso diario (1),Blusa,1.0,Blusa (1); Reboso (1),1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,Ivan bordado,1.0,telas popelina manta ilusa chaquira,4c778f43-c4ad-509f-97d5-83a0fd94c22e
Jaspeado,2,1,1,36.5,"México, Yucatán",La feria del rebozo,1.0,La feria del rebozo (1); La procesión del señor del rebozo (1); Vida cotidiana (1),Aretes,1.0,Aretes (1); Balerina (1); Blusas (1); Collares (1); Hipil (1); Pulseras (1); Rebozo de algodón (1); Solapas (1),1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,Jaspeado,2.0,hilo de algodón,c3bc1c8f-312f-5ec0-9e91-480dd6a6ed6f
Jolobil,1,1,0,36.0,Chiapas,Tradicional,1.0,Tradicional (1),Culturales,1.0,Culturales (1); Símbolos (1); Tradicional (1),1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Jolobil,1.0,hilo algodón y técnica en telar de cintura,65dad2e8-f8c3-5e6b-9cf9-e99056a51e7e
Labrado,4,3,1,33.75,"Jalisco, Oaxaca, Tlaxcala",Bailes tradicional (huehues),1.0,Bailes tradicional (huehues) (1); Boda (1); Eventos (1); Fiestas de los santos (1); Mayordomias (1); Para época de frio (1); Traje tradicional (1); Uso diario (1),Bolsas,1.0,Bolsas (1); Cotón (1); Gaban (1); Huipil (1); Indumentaria original (1); Morrales (1); Máteles (1); Quexquemetl (1); Rebozo (1); Sarapes (1),2,1,0,0,0,0,0,1,0,0,0,2,0,1,2,0,1,0,2,0,0,0,1,4,1,1,0,Labrado,4.0,"telar de cintura, algodón principalmente, lana, telar de 2 o 4 pedale, tintes naturale, lana y algodón",5db359d8-f135-5a02-8dae-075f27680a53
Otomí,1,1,0,42.0,Hidalgo,,,,Blusas,1.0,Blusas (1); Caminos de mesa (1); Camisas (1); Chamarras (1); Cojines (1); Faldas (1); Portavasos (1); Sacos (1); Sudaderas (1); Vestidos (1),1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Otomí,1.0,"manta, hilo vela( algodón), aguja, bastidor, actualmente se ulizan diferentes tipos de tela",8c384100-5301-55c8-a6ca-764ef652b6c2
Lomillo,10,7,3,45.8,"Chiapas, Hidalgo, México, Oaxaca, Puebla, Tabasco",Boda,2.0,"Boda (2); Manteles (2); Atuendo (1); Bautizo (1); Bautizos (1); Bodas (1); Camisa (1); Camisas (1); Clausuras (1); Comuniones (1); Confirmaciones (1); Cotopayu utilizan Mayordomos y Priostes durante las fiestas grandes en honor Virgen de Candelaria y la del Rosario (1); Elección de la Flor Tabasco (1); En fiestas del pueblo (1); En las fiestas (1); En las fiestas de los santos del pueblo (1); Eventos especiales (1); Eventos sociales (1); Ferias Municipales (1); Fiesta del pueblo: san frsnsico de asiss (1); Fiestas patronales (1); Fundas de almohada (1); Huipil (1); Huipiles (1); Los manteles los usan para ceremonias del pueblo, como cuando hacen cambio de mayordomos (1); Los utilizan en bodas (1); Maromo Cultural de San Francisco de Asís en Tamulté de las sábanas, Centro, Tabasco. (1); Presentaciones (1); Primera Comunión (1); Se usaba para las bodas (1); Servilletas (1); Son para cubrir la copa del vino de los padres en la iglesia (1); Son utilizadas para las señoras (1); Vestido (1); Virgen del Rosario (1)",Rebozos,5.0,"Rebozos (5); Camisas (4); Manteles (4); Blusas (2); Caminos de mesa (2); Camisa (2); Faldas (2); Fundas de almohada (2); Huipiles cortos (2); Pulseras (2); Servilletas (2); Vestido (2); Accesorios (1); Algunos ornamentos religiosos (1); Aretes (1); Bandas bordadas (1); Blusa (1); Blusa, (1); Bolsas (1); Bolsas de bordados (1); Bufandas (1); Camisa tradicional mestiza (blusa mujer) el bordado lo utiliza en escote y las mangas, y se incorpora una técnica más de bordado sobre el tull (1); Camisas para caballero (1); Chalina (1); Cinturon (1); Cotopayú (Servilleta cuadrada tradicional) prenda de uso ceremonial y para algunas danzas (1); Cotón (camisa de hombres) el bordado se aplica en los pinos de la camisa (1); Cuadro para enmarcar (1); Diadema (1); Diademas (1); En blusas (1); En nuestra blusa tradicional (1); Fajas (1); Fajillas (1); Falda (1); Gafete (1); Guayaberas (1); Huipil Zoque (blusa de mujer) las mangas llevan el bordado (1); Huipiles (1); Huipiles ceremoniales (1); Monedero (1); Monederos o carteras (1); Morrales (1); Pañaleros o ropas de niños (1); Portavasos (1); Pulcera (1); Pulceras (1); Quesquemetl (1); Quexquemilt (1); Reboso , (1); Ruedos para la enagua en eventos (1); Sacos (1); Se puede utilizar en camisa (1); Separadores de libros (1); Separadores para libros (1); Thomicoton (1); Tiras (1); Toallas, fundas y sábanas (1); Vestidos (1)",8,2,3,0,0,0,0,0,1,5,3,2,3,2,4,4,10,0,0,0,0,0,0,3,0,0,1,Lomillo,10.0,"manta, tela de lana, estambre, hilo, hilos de madeja, de algodón o de seda, telas cuadriculada, figurine, aguja, tijera, hilo de algodón o lana tejida en tintes naturales. manta de algodón o tela de lana, hilos de algodón y cuadrille, tela caneva, aguja caneva e hilera, malla caneva, hilos de algodón industrializado o tenido y agujas caneva sin punta, cuadrille, estambre y aguja, telas tejidas en telar de cintura o pedal, manta industrial y manta tejida",0545d678-c3b5-5c20-8fbc-dfd650b1325c
Luchbilltaaval,2,2,0,35.5,Chiapas,En todo momento,1.0,En todo momento (1); Mayordomos (1),Blusas,1.0,Blusas (1); Bolsas para celular (1); Capas (1); En la prenda principal del traje tradicional (1); Fundas (1); Monederos (1); Paleacate (1),2,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,Luchbilltaaval,2.0,"tela, aguja, hilo, buen conteo de hebra en hebra de la tela",3867ea89-5f3b-5f4f-b4c5-85b1f101f282
Macizo,13,13,0,48.1538461538462,"Oaxaca, Puebla, Tlaxcala, Yucatán",Bautizos,4.0,"Bautizos (4); Bodas (3); 15 años (2); Anteriormente se usaba en boda religiosa (1); Bautizo (1); Bodas de oro (1); Bodas, bautizos, XV años. (1); Ceremonia culturales (1); Ceremonia religiosa (1); Ceremonia tradicional (1); Cumpleaños (1); Danzas tradicionales (1); El diario (1); En bodas (1); Entierros (1); Es ropa típica de san pablo del monte (1); Escoltas (1); Eventos especiales (1); Festividades (1); Fiestas (1); Fiestas patronales (1); Fiestas tradiciones (1); Gremios (1); Jet'mek (1); Mayordomias (1); Misas (1); Para boda (1); Pasarelas (1); Presentación de 3 años (1); Rituales de las primicias (1); Todos los eventos religiosos,y ocasiones especiales  asta en el día de la muerte (1); Vaqueras del pueblos (1); Vaquerias (1); Vaquerías (1); Velas (1)",Blusas,5.0,"Blusas (5); Vestidos (5); Pañales (4); Ternos (4); Blusa (2); Guayaberas (2); Hipiles (2); Huipil (2); Huipiles (2); Manteles (2); Servilletas (2); Solapas (2); Accesorios,  prendedores (1); Algunos Refajos (1); Almohadas (1); Aretes (1); Bultos (1); Camisas (1); Capas para carnaval (1); Chal (1); El huipil (1); Enagua (1); Estandartes (1); Estandartes/ cuadros (1); Faldas (1); Hipil (1); Hipiles, Vestido para dama o niñas, guayaberas, pañales, manteles. (1); Huipiles ,blusas , ternos (1); Justanes (1); Manteles religiosos (1); Moños (1); Principalmente el traje de Gala completo, hupil y enagua (1); Reboso (1); Ropas d bebe (1); Sudarios (1); Sábanas y sobrecamas (1); Terno (1); Ternos  etc (1)",9,0,2,1,0,2,0,0,1,7,1,3,0,1,3,0,3,11,0,0,2,0,0,0,0,0,0,Macizo,13.0,"máquina industrial para bordar, tela blanca o de color, hilos iris para bordar e hilera, tela hilos para bordar marca iri, hilo de algodón, aguja, gancho bastidores de diferentes tamaño, tela diferente (terciopelo, piel de angel, lino etc), tela, hilo, hilera, aro, lápiz máquina 20u, tijeras reglas cinta métrica aguja, encajes plancha, maquina eléctrica, telas tijeras y aguja, lápiz e hilo, algodón manta lino hilos de seda, máquina industrial 20u, hilos de seda iri, aro de madera.s, cono, hilos iris por tubo, tijera hilera, aros y maquina de pedal y motor, hilo de seda, telas de lino, manta cruda y tratada, hilos de ceda",9c2d04e2-9ade-5cf1-b0d4-2cd10243d2f1
Macrame,1,1,0,36.0,Puebla,Bodas bautizo,1.0,Bodas bautizo (1),Faja tradicional xochipayo,1.0,Faja tradicional xochipayo (1),1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Macrame,1.0,algodón hilado,f6c67c98-b055-5cdf-8046-7b31e034e884
Malla o red,2,2,0,33.0,"Chiapas, Oaxaca",Blusas,1.0,"Blusas (1); Capas (1); Faldas, camisas, blusas (1); Fustanes y blusas (1)",Blusa,2.0,Blusa (2); Bolsas (1); Camisa (1); Capas (1); Falda (1); Fustán (1); Mañanitas (1),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,Malla o red,2.0,"fuego es cocido, aguja mallera y calibre",f761ba34-ab99-5046-b3e5-faac777a9758
Mañanita,1,0,1,39.0,Chiapas,Se usan en las fiestas tradicionales,1.0,Se usan en las fiestas tradicionales (1),"Los usan las personas, en público en jeneral",1.0,"Los usan las personas, en público en jeneral (1)",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Mañanita,1.0,lana de borrego,ca8be033-27d3-5019-b025-985a1d168165
Media puntada,1,1,0,30.0,Puebla,,,,Blusas,1.0,Blusas (1); Chales (1); Chalinas (1); Huipiles (1); Tomicoton (1),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Media puntada,1.0,lana o algodon,0b60f3c0-e42f-58a7-85bc-ead389870911
Nii rididiva lunaá,1,1,0,66.0,Oaxaca,En bodas,1.0,En bodas (1); XV años (1); festividades (1),Estilizadas en blusas,1.0,Estilizadas en blusas (1); Huipiles (1); Traje de gala (1),1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Nii rididiva lunaá,1.0,hilo de algodón hilos de seda. la tela es terciopelo raso y lino,0e854a8c-9c80-51fb-9505-550c40bee532
Nëxuy,1,1,0,32.0,Oaxaca,Bautismo,1.0,Bautismo (1); Cambio de autoridades (1); Graduaciones (1),Blusas,1.0,Blusas (1); Bolsas (1); Bolsos (1); Camisas (1); Chaquetas (1); Diademas (1); Faldas (1); Mochilas (1); Pantalones (1); Vestidos (1),1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,Nëxuy,1.0,manta de algodón hilos de algodón máquina de pedal,51662329-99b6-516d-982d-8defaa0f2a79
Ojitos,1,1,0,40.0,Veracruz De Ignacio De La Llave,,,,Bufandas,1.0,Bufandas (1); Camino de mesa (1); Cobijas (1); Gabanes (1); Kechkemitl (1); Morrales (1); Rebozos (1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,Ojitos,1.0,telar de cintura,b2df84c1-d972-53cf-9065-b04e6dd494bc
Pata de gallo,9,7,2,48.8888888888889,"Guerrero, Hidalgo, Oaxaca",Bodas,3.0,"Bodas (3); Boda (1); Bodas donde se usa el traje tradicional. Diferenciado por llevar el nombre de la novia o la pareja y la fecha del evento (1); Bordado sobre prendas contemporáneas como vestidos de xv años, bodas, trajes para el novio (1); Camisas (1); Casualmente (1); Chamarras (1); Clausuras (1); Confirmacion (1); En 15 años (1); En bautizos y presentación de niños y bebés (1); En bodas (1); En decoración de interiores (1); En fiestas patronales (1); En las Bodas (1); En las guapanguiadas (1); Fiestas familiares con temáticas mexicas (1); Fiestas patronales (1); Fiestas tradiciones (1); Hipil en festividad patronal (1); Lienzos. Caminos y manteleria (1); Pantalon (1); Para la adoración del cerro para pedir agua el 3 de mayo (1); Primera comunion (1); Quezqueme (1); Rebozos (1); Ropa de bebe (1); Uso diario (1); Vestidos,, (1); XV años (1)",Blusas,4.0,"Blusas (4); Camisas (3); Vestidos (3); Faldas (2); Rebozos (2); Accesorios (1); Anillos (1); Aretes (1); Bolsas (1); Bordado de tenis (1); Camino de mesa (1); Camisas de lino y algodón para hombre (1); Camisas y blusas casuales (1); Chalinas (1); Chamarra (1); Cojines y cuadros con historias (1); Corredores de mesa (1); Cosmeticos (1); Cotones (1); Cuadros (1); Guayaberas (1); Hipil (1); Huipil (1); Huipiles (1); Incrustación de bordados con crochet (1); Llaveros (1); Mandiles (1); Manteleria (1); Manteles (1); Prendas confeccionadas (chamarras,  sudaderas, etcétera) (1); Rebosoz (1); Ropa (1); Ropa de niño y niña (1); Susaderas (1); Tapices (1); Tekuetles (traje tradicional de Acatlán) (1); Tenis (1); Tiras para camisa (1); Traje tradicional (1); Vestidos de alta costura para ceremonias (1); Vestidos de mujeres y jóvenes (1); Vestidos de novia (1); Vestidos para eventos sociales (1)",7,0,1,0,0,0,0,1,0,4,3,1,3,1,2,2,9,1,2,1,0,0,0,0,1,0,1,Pata de gallo,9.0,"telar y manta.hilos de algodon, manta, hilo, aguja maquina de comer, tijera, algodón, hilo de rayón y artisela, hilo vela, aro y aguja, lienzos de tela. aguja, hilos de colore, bastidores. plumon para marcar, telar de pedal se utiliza como fondo. en bordado se utiliza hilo sea, hilo iri, plumón para pintar a mano alzada, aguja, y batido",2211cebe-bbdf-51b6-b807-254baecfab7f
Pepenado,13,9,4,48.8461538461538,"Hidalgo, México, Oaxaca, Puebla, Tlaxcala",Vestido,2.0,"Vestido (2); Atetes (1); Bautizos (1); Blusa (1); Boda (1); Bodas (1); Bodas en la sociales es la vestimenta de gala (1); Camisa (1); Concursos de arte popular (1); Desfiles (1); En 15 años (1); En bodas (1); En eventos de costumbre (1); En eventos de graduación (1); En eventos políticos (1); En eventos religiosos (1); En las fiestas patronales, eventos culturales, días de fiesta y como prenda del diario (1); En las fiestas patronales, eventos culturales, días de fiesta y del diario (1); En las fiestas patronales,eventos culturales, días de fiesta y del diario (1); En todos los espacios de la vida (1); Escuelas (1); Eventos culturales (1); Eventos especiales en las comunidades (1); Eventos religiosos (1); Eventos tradicionales (1); Festividades de la comunidad (1); Fiesta patronales (1); Fiestas patronales (1); Fiestas tradicionales (1); Mayordomia (1); Mayordomias (1); Mayordomía (1); Portacelular (1); Prenda de boda. (1); Primeras comuniones (1); Rebozo (1); Religion (1); Religiosos (1); Vestimenta (1)",Camisas,5.0,"Camisas (5); Blusas (4); Rebozos (4); Caminos de mesa (3); Morrales (3); Aretes (2); Capas (2); Vestidos (2); Accesorios: bolsas, pulseras, monederos, etc (1); Arte utilitario y decoración: cobijes, caminos y cuatros (1); Blancos: sábanas y enrredones, fundas para almohadas etc (1); Blusa en bata de manga larga con dos pechos ( tiras) (1); Blusa para las bodas tradicionales, (1); Blusa tradicional de manga corta (1); Blusa tradicional en bata manga larga con un solo pecho (1); Blusas de laboratorio tradicionales (1); Bolsas (1); Bolsitas (1); Camisa de uso interior con tejido de randa(blusa) (1); Carpetas (1); Chalecos (1); Chales, (1); Coyocoton (1); Cuadro para enmarcar (1); Cuadros (1); En Mrrales (1); En bisutería (1); En caminos de mesa (1); En chalecos (1); En cuadros de colección (1); En la enagua que Esparte de nuestro atuendo (1); En rebozos (1); En servilletas que se utilizan en las festividades patronales (1); Eventos religiosos (1); Fajas o señidor (1); Faldas (1); Guayaberas para las bodas (1); Huipil (1); Huipiles (1); Indumentaria cotidiana o en eventos especiales (1); La técnica se vasa para crear un traje típico que se usa como prenda del diario entre mujeres, (1); Monederos (1); Ponchos (1); Pulceras (1); Pulseras (1); Quechquemit (1); Rebosos (1); Ropa confeccionada en diferentes espacios (1); Se estiliza esta técnica en vestidos, blusas, sacos, guayaberas estos para comercializar siendo más moderno estás técnicas (1); Separadores de libros (1); Servilletas (1); Sombreros (1); Tomicotones (1); Tortilleros (1); Traje típico de la region (1); Uniformes que se están implementando en las escuelas (1)",8,2,1,0,0,0,0,3,1,5,0,2,1,2,7,1,11,0,3,0,0,0,0,5,1,2,0,Pepenado,13.0,"tela para bordar manta lino cambray cuadrille, anteriormente la manta cruda ahora podemos utilizar cualquier tipo de tela, hilos de algodón y las muestras de nuestras tatarabuelas.s, tela de manta, hilo de algodón y aguja, hilo aguja y lana, algodón mercerizado, manta, hilo en algodón, hilo en estambre, aguja, lana y algodon, tela de algodón y lana, hilo de algodón hilado o mercerizado, para el bordado solamente el aguja, y material, en el teñido pues olla, y leña, cabeza de indio, aguja del número 6, hilo de algodón, lino, rayon, hilo, telas de diferentes texturas y material, bastidor",5804bb51-a01e-55af-8cac-b356d2930787
Pepenado en pliegue,2,2,0,42.5,Tlaxcala,Cívico,1.0,Cívico (1); En mayordomias (1); Fiestas patronales (1); Social (1); Traje ceremonial (1); Uso diario (1),Bestidos,1.0,Bestidos (1); Blusas (1); Camisa de caballero (1); Camisas de guarda para dama (1); Cojines decorativos (1); Cortinas (1); Diademas (1); Fundas para laptops (1); Gorras (1); Manteles (1); Monederos (1); Trajes de niño dios (1),1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,Pepenado en pliegue,2.0,"manta aguja e hilo, tela, hilo de algodón y chaquira calibrada",ddbb58ab-bc70-5fc9-99db-a082344e5ba6
Petatillo,2,2,0,44.5,"Chiapas, Morelos",Cortar la lana sin dañar al borrego,1.0,Cortar la lana sin dañar al borrego (1); Fiesta del pueblo. (1),"En el vestido tradicional del estado, en especial en la fiesta de enero en el municipio de chiapa de corzo.",1.0,"En el vestido tradicional del estado, en especial en la fiesta de enero en el municipio de chiapa de corzo. (1); Eventos especiales para representar el estado. (1); Gabanes (1); Rebozo (1); Utilitario (1)",1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,Petatillo,2.0,"alumbre, tequisquiet, aciote, sal de grano, lana de borrego, cartulina, aguja, tul e hilo",8e161edc-4b17-5efc-8ac9-7bcde2de14bd
Pete,2,2,0,67.0,Chiapas,Festividades patronales,1.0,Festividades patronales (1); Fiestas patronales (1),Blusas,2.0,Blusas (2); Camisas (2); Robozos (1),2,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,Pete,2.0,"algodón, hilos de algodón",8fb2eb1e-3cc6-5229-8ab6-273a254c230c
Pima (nevome),1,1,0,46.0,Chihuahua,Grupos de danza,1.0,Grupos de danza (1); Yumare (1),Blusas,1.0,Blusas (1); Bufandas (1); Pantalón (1); Rebozos (1); Vestidos (1),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,59b77751-4644-5e58-be5d-1a2265851326
Pinitos,1,1,0,71.0,Oaxaca,Día de la Virgen,1.0,Día de la Virgen (1),Blusas,1.0,Blusas (1); Huipiles (1),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,Pinitos,1.0,hilos de algodón y malacate,0eb4fc25-b2bb-504a-9ccb-a4a13658782c
Piquitos,1,1,0,45.0,Chiapas,,,,Blusas,1.0,Blusas (1); Camisas (1),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Piquitos,1.0,"manta cruda, hilo",7411171c-1cfc-5fd7-99f0-6d7c674c2c7c
Piteado,1,1,0,50.0,Aguascalientes,Charreadas,1.0,Charreadas (1); Ferias (1); Jaripeos (1); Uso diario (1); bodas (1); eventos campiranos (1); fiestas patronales (1); para salir a pasear (1),Aretes,1.0,"Aretes (1); Bolsas (1); Carteras, cuadros, etc (1); Cinturones (1); Collares (1); Diademas (1); Monturas (1); Pulseras (1); broches (1); ribetes de sombreros charros (1)",1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Piteado,1.0,"vaqueta, pita",7e61c8a0-df23-5144-8a58-e195448be77b
Plisada,1,0,0,41.0,Guerrero,Uso diario,1.0,Uso diario (1),Muñecas,1.0,Muñecas (1); Traje tradicional (1),1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Plisada,1.0,"tela bombay, listone, encaje, hilo, aguja",0b8d60cc-cfe7-5006-a8b9-9846decb2893
"Polkan, baak kaan, puuch kaan",1,1,0,46.0,Quintana Roo,Ceremonia mayas,1.0,Ceremonia mayas (1); Ceremonia religiosa (1); Cultural (1),Blusas,1.0,Blusas (1); Camisa (1); Terno (1); Vestido (1),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Polkan, baak kaan, puuch kaan",1.0,"caneva maya, estambre, tijera, metro",db2271e8-2fc2-5611-b703-b97395c6e020
